id,map_id,address,descriptio,pic,link,icon,lat,lng,anim,title,infoopen,category,approved,retina,type,did,sticky,other_data,layergroup,Custom Field: geo_shape,prop_id,Custom Field: addresspt1,Custom Field: addressp_1,asset_clas,asset_type,objectid,,addresspt_,asset_subt,model_desc,mcc_id,roadseg_id,,model_no
1245224,21,"-37.82158676896336, 144.9299851550984",Sign - Public Transport 1 Panel Bus Stop Type 3,,,,-37.82158677,144.9299851550984,,,,1,1,0,,,,,,"{""coordinates"": [144.9299851550984, -37.82158676896336], ""type"": ""Point""}",0,6.0340097,200,Signage,Sign - Public Transport,25432,,110520,,Sign - Public Transport 1 Panel,1245224,22158,,P.16
1560832,21,"-37.81807935853138, 144.96572070652604",Sign - Public Transport 1 Panel Bus Stop Type 1,,,,-37.81807936,144.96572070652604,,,,1,1,0,,,,,,"{""coordinates"": [144.96572070652604, -37.81807935853138], ""type"": ""Point""}",0,28.00392951,126,Signage,Sign - Public Transport,26488,,604383,,Sign - Public Transport 1 Panel,1560832,20214,,P.16
1241410,21,"-37.797718982545234, 144.97371355429843",Sign - Public Transport 1 Panel Bus Stop Type 3,,,,-37.79771898,144.97371355429843,,,,1,1,0,,,,,,"{""coordinates"": [144.97371355429843, -37.797718982545234], ""type"": ""Point""}",0,27.13230305,262,Signage,Sign - Public Transport,26637,,103056,,Sign - Public Transport 1 Panel,1241410,20597,,P.16
1245321,21,"-37.817826903011145, 144.95914143862726",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.8178269,144.95914143862726,,,,1,1,0,,,,,,"{""coordinates"": [144.95914143862726, -37.817826903011145], ""type"": ""Point""}",0,37.0409387,135,Signage,Sign - Public Transport,26870,,507646,,Sign - Public Transport 1 Panel,1245321,20181,,P.16
1477822,21,"-37.81441952750176, 144.9544447576371",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.81441953,144.9544447576371,,,,1,1,0,,,,,,"{""coordinates"": [144.9544447576371, -37.81441952750176], ""type"": ""Point""}",0,32.15648272,259,Signage,Sign - Public Transport,26969,,105716,,Sign - Public Transport 1 Panel,1477822,20014,,P.16
1237229,21,"-37.81101801255496, 144.95912232576214",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.81101801,144.95912232576214,,,,1,1,0,,,,,,"{""coordinates"": [144.95912232576214, -37.81101801255496], ""type"": ""Point""}",0,21.70019438,280,Signage,Sign - Public Transport,27098,,527567,,Sign - Public Transport 1 Panel,1237229,20024,,P.16
1576816,21,"-37.799222676258466, 144.95073019282864",Sign - Public Transport 1 Panel Bus Stop Type 1,,,,-37.79922268,144.95073019282864,,,,1,1,0,,,,,,"{""coordinates"": [144.95073019282864, -37.799222676258466], ""type"": ""Point""}",0,53.80754171,331,Signage,Sign - Public Transport,30396,,508949,,Sign - Public Transport 1 Panel,1576816,22684,,P.16
1249845,21,"-37.79836645634628, 144.94459154393613",Sign - Public Transport 1 Panel Bus Stop Type 12,,,,-37.79836646,144.94459154393613,,,,1,1,0,,,,,,"{""coordinates"": [144.94459154393613, -37.79836645634628], ""type"": ""Point""}",0,33.08519101,348,Signage,Sign - Public Transport,35336,,104584,,Sign - Public Transport 1 Panel,1249845,21166,,P.16
1251360,21,"-37.800676522454324, 144.94582553723103",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.80067652,144.94582553723103,,,,1,1,0,,,,,,"{""coordinates"": [144.94582553723103, -37.800676522454324], ""type"": ""Point""}",0,23.36010884,320,Signage,Sign - Public Transport,36745,,100115,,Sign - Public Transport 1 Panel,1251360,22681,,P.16
1252698,21,"-37.81157690963881, 144.9563833753157",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.81157691,144.9563833753157,,,,1,1,0,,,,,,"{""coordinates"": [144.9563833753157, -37.81157690963881], ""type"": ""Point""}",0,16.46017017,70,Signage,Sign - Public Transport,37251,,644826,,Sign - Public Transport 1 Panel,1252698,21519,,P.16
1370844,21,"-37.79520927466022, 144.92595354542772",Sign - Public Transport 1 Panel Bus Stop Type 12,,,,-37.79520927,144.92595354542772,,,,1,1,0,,,,,,"{""coordinates"": [144.92595354542772, -37.79520927466022], ""type"": ""Point""}",0,18.31076645,141,Signage,Sign - Public Transport,37666,,105248,,Sign - Public Transport 1 Panel,1370844,21749,,P.16
1248528,21,"-37.801527048931604, 144.9567967131992",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.80152705,144.9567967131992,,,,1,1,0,,,,,,"{""coordinates"": [144.9567967131992, -37.801527048931604], ""type"": ""Point""}",0,24.91047603,173,Signage,Sign - Public Transport,37802,,107520,,Sign - Public Transport 1 Panel,1248528,20594,,P.16
1370992,21,"-37.79820340709036, 144.92045435450206",Sign - Public Transport 1 Panel Bus Stop Type 12,,,,-37.79820341,144.92045435450206,,,,1,1,0,,,,,,"{""coordinates"": [144.92045435450206, -37.79820340709036], ""type"": ""Point""}",0,2.34400704,133,Signage,Sign - Public Transport,40964,,569239,,Sign - Public Transport 1 Panel,1370992,21845,,P.16
1579414,21,"-37.803251103562474, 144.92985291146388",Sign - Public Transport 1 Panel Bus Stop Type 1,,,,-37.8032511,144.92985291146388,,,,1,1,0,,,,,,"{""coordinates"": [144.92985291146388, -37.803251103562474], ""type"": ""Point""}",0,24.64426045,100,Signage,Sign - Public Transport,43908,,103003,,Sign - Public Transport 1 Panel,1579414,21675,,P.16
1576818,21,"-37.79987669561117, 144.9500539642789",Sign - Public Transport 1 Panel Bus Stop Type 1,,,,-37.7998767,144.9500539642789,,,,1,1,0,,,,,,"{""coordinates"": [144.9500539642789, -37.79987669561117], ""type"": ""Point""}",0,5.4150398,226,Signage,Sign - Public Transport,44096,,103446,,Sign - Public Transport 1 Panel,1576818,21176,,P.16
1233069,21,"-37.822043457134946, 144.9612717467519",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.82204346,144.9612717467519,,,,1,1,0,,,,,,"{""coordinates"": [144.9612717467519, -37.822043457134946], ""type"": ""Point""}",0,21.87089283,48,Signage,Sign - Public Transport,44103,,108040,,Sign - Public Transport 1 Panel,1233069,22184,,P.16
1235311,21,"-37.80286165064241, 144.92778487963457",Sign - Public Transport 1 Panel Bus Stop Type 13,,,,-37.80286165,144.92778487963457,,,,1,1,0,,,,,,"{""coordinates"": [144.92778487963457, -37.80286165064241], ""type"": ""Point""}",0,67.71855285,360,Signage,Sign - Public Transport,3306,,103002,,Sign - Public Transport 1 Panel,1235311,21680,,P.16
1239919,21,"-37.825617941052066, 144.96024538933693",Sign - Public Transport 1 Panel Bus Stop Type 3,,,,-37.82561794,144.96024538933693,,,,1,1,0,,,,,,"{""coordinates"": [144.96024538933693, -37.825617941052066], ""type"": ""Point""}",0,27.9777498,81,Signage,Sign - Public Transport,3416,,108053,,Sign - Public Transport 1 Panel,1239919,22042,,P.16
1239562,21,"-37.82375108048519, 144.96722832469055",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.82375108,144.96722832469055,,,,1,1,0,,,,,,"{""coordinates"": [144.96722832469055, -37.82375108048519], ""type"": ""Point""}",0,24.45502112,231,Signage,Sign - Public Transport,5935,,567779,,Sign - Public Transport 1 Panel,1239562,22121,,P.16
1238690,21,"-37.80945090290274, 144.95544640306295",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.8094509,144.95544640306295,,,,1,1,0,,,,,,"{""coordinates"": [144.95544640306295, -37.80945090290274], ""type"": ""Point""}",0,55.72755559,72,Signage,Sign - Public Transport,8096,,580931,,Sign - Public Transport 1 Panel,1238690,21528,,P.16
1234690,21,"-37.79905748382394, 144.93989360176752",Sign - Public Transport 1 Panel Bus Stop Type 5,,,,-37.79905748,144.93989360176752,,,,1,1,0,,,,,,"{""coordinates"": [144.93989360176752, -37.79905748382394], ""type"": ""Point""}",0,89.61471514,138,Signage,Sign - Public Transport,11651,,104492,,Sign - Public Transport 1 Panel,1234690,21297,,P.16
1370761,21,"-37.79085700678597, 144.92008961006658",Sign - Public Transport 1 Panel Bus Stop Type 3,,,,-37.79085701,144.92008961006658,,,,1,1,0,,,,,,"{""coordinates"": [144.92008961006658, -37.79085700678597], ""type"": ""Point""}",0,67.5880428,284,Signage,Sign - Public Transport,12481,,106847,,Sign - Public Transport 1 Panel,1370761,22790,,P.16
1255236,21,"-37.84881806234022, 144.98441939922859",Sign - Public Transport 1 Panel Bus Stop Type 3,,,,-37.84881806,144.98441939922859,,,,1,1,0,,,,,,"{""coordinates"": [144.98441939922859, -37.84881806234022], ""type"": ""Point""}",0,0,0,Signage,Sign - Public Transport,13548,,0,,Sign - Public Transport 1 Panel,1255236,22480,,P.16
1247820,21,"-37.79262854511814, 144.9682820983283",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.79262855,144.9682820983283,,,,1,1,0,,,,,,"{""coordinates"": [144.9682820983283, -37.79262854511814], ""type"": ""Point""}",0,19.15980501,348,Signage,Sign - Public Transport,14196,,555950,,Sign - Public Transport 1 Panel,1247820,20540,,P.16
1260438,21,"-37.80231431723276, 144.96676746744464",Sign - Public Transport 1 Panel Bus Stop Type 11,,,,-37.80231432,144.96676746744464,,,,1,1,0,,,,,,"{""coordinates"": [144.96676746744464, -37.80231431723276], ""type"": ""Point""}",0,5.70821032,360,Signage,Sign - Public Transport,14622,,627281,,Sign - Public Transport 1 Panel,1260438,20528,,P.16
1233165,21,"-37.8006162471606, 144.9665441831767",Sign - Public Transport 1 Panel Bus Stop Type 12,,,,-37.80061625,144.9665441831767,,,,1,1,0,,,,,,"{""coordinates"": [144.9665441831767, -37.8006162471606], ""type"": ""Point""}",0,11.23104145,140,Signage,Sign - Public Transport,15525,,545460,,Sign - Public Transport 1 Panel,1233165,20757,,P.16
1240886,21,"-37.79776685417041, 144.97031833233382",Sign - Public Transport 1 Panel Bus Stop Type 3,,,,-37.79776685,144.97031833233382,,,,1,1,0,,,,,,"{""coordinates"": [144.97031833233382, -37.79776685417041], ""type"": ""Point""}",0,19.03739399,101,Signage,Sign - Public Transport,19576,,103091,,Sign - Public Transport 1 Panel,1240886,20563,,P.16
1236313,21,"-37.80752888103373, 144.91363137005712",Sign - Public Transport 1 Panel Bus Stop Type 11,,,,-37.80752888,144.91363137005712,,,,1,1,0,,,,,,"{""coordinates"": [144.91363137005712, -37.80752888103373], ""type"": ""Point""}",0,66.68350924,106,Signage,Sign - Public Transport,20953,,104045,,Sign - Public Transport 1 Panel,1236313,22442,,P.16
1238871,21,"-37.810346877102674, 144.96112338314163",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.81034688,144.96112338314163,,,,1,1,0,,,,,,"{""coordinates"": [144.96112338314163, -37.810346877102674], ""type"": ""Point""}",0,16.41454879,161,Signage,Sign - Public Transport,20994,,660997,,Sign - Public Transport 1 Panel,1238871,20024,,P.16
1243850,21,"-37.799621670449625, 144.95568431062944",Sign - Public Transport 1 Panel Bus Stop Type 12,,,,-37.79962167,144.95568431062944,,,,1,1,0,,,,,,"{""coordinates"": [144.95568431062944, -37.799621670449625], ""type"": ""Point""}",0,73.19158958,228,Signage,Sign - Public Transport,21274,,103813,,Sign - Public Transport 1 Panel,1243850,21552,,P.16
1235277,21,"-37.802167832666704, 144.92008136652066",Sign - Public Transport 1 Panel Bus Stop Type 13,,,,-37.80216783,144.92008136652066,,,,1,1,0,,,,,,"{""coordinates"": [144.92008136652066, -37.802167832666704], ""type"": ""Point""}",0,44.65559859,182,Signage,Sign - Public Transport,22493,,102993,,Sign - Public Transport 1 Panel,1235277,21680,,P.16
1236804,21,"-37.817622931042806, 144.95934733314024",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.81762293,144.95934733314024,,,,1,1,0,,,,,,"{""coordinates"": [144.95934733314024, -37.817622931042806], ""type"": ""Point""}",0,19.75039184,99,Signage,Sign - Public Transport,23793,,102122,,Sign - Public Transport 1 Panel,1236804,22612,,P.16
1249933,21,"-37.79862363935187, 144.9467915427181",Sign - Public Transport 1 Panel Bus Stop Type 12,,,,-37.79862364,144.9467915427181,,,,1,1,0,,,,,,"{""coordinates"": [144.9467915427181, -37.79862363935187], ""type"": ""Point""}",0,27.65118958,79,Signage,Sign - Public Transport,26601,,516364,,Sign - Public Transport 1 Panel,1249933,21168,,P.16
1232702,21,"-37.825538170533164, 144.95708428770402",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.82553817,144.95708428770402,,,,1,1,0,,,,,,"{""coordinates"": [144.95708428770402, -37.825538170533164], ""type"": ""Point""}",0,25.28253381,265,Signage,Sign - Public Transport,27939,,622450,,Sign - Public Transport 1 Panel,1232702,22454,,P.16
1234750,21,"-37.795210432231336, 144.9362942830282",Sign - Public Transport 1 Panel Bus Stop Type 12,,,,-37.79521043,144.9362942830282,,,,1,1,0,,,,,,"{""coordinates"": [144.9362942830282, -37.795210432231336], ""type"": ""Point""}",0,18.1287082,75,Signage,Sign - Public Transport,29970,,633265,,Sign - Public Transport 1 Panel,1234750,21287,,P.16
1239717,21,"-37.82314198554255, 144.96463636128402",Sign - Public Transport 1 Panel Bus Stop Type 11,,,,-37.82314199,144.96463636128402,,,,1,1,0,,,,,,"{""coordinates"": [144.96463636128402, -37.82314198554255], ""type"": ""Point""}",0,34.57360473,212,Signage,Sign - Public Transport,30763,,557088,,Sign - Public Transport 1 Panel,1239717,22073,,P.16
1572477,21,"-37.80432561240479, 144.96947035841606",Sign - Public Transport 1 Panel Bus Stop Type 1,,,,-37.80432561,144.96947035841606,,,,1,1,0,,,,,,"{""coordinates"": [144.96947035841606, -37.80432561240479], ""type"": ""Point""}",0,29.46722145,197,Signage,Sign - Public Transport,31969,,528455,,Sign - Public Transport 1 Panel,1572477,20556,,P.16
1574565,21,"-37.79784952551261, 144.94139186459046",Sign - Public Transport 1 Panel Bus Stop Type 1,,,,-37.79784953,144.94139186459046,,,,1,1,0,,,,,,"{""coordinates"": [144.94139186459046, -37.79784952551261], ""type"": ""Point""}",0,33.07308528,8,Signage,Sign - Public Transport,35830,,522795,,Sign - Public Transport 1 Panel,1574565,21329,,P.16
1344518,21,"-37.823547652422064, 144.96847951664122",Sign - Public Transport 1 Panel Bus Stop Type 11,,,,-37.82354765,144.96847951664122,,,,1,1,0,,,,,,"{""coordinates"": [144.96847951664122, -37.823547652422064], ""type"": ""Point""}",0,0,0,Signage,Sign - Public Transport,36833,,0,,Sign - Public Transport 1 Panel,1344518,22080,,P.16
1250987,21,"-37.80294344100893, 144.94833854164688",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.80294344,144.94833854164688,,,,1,1,0,,,,,,"{""coordinates"": [144.94833854164688, -37.80294344100893], ""type"": ""Point""}",0,13.95688103,296,Signage,Sign - Public Transport,37146,,107926,,Sign - Public Transport 1 Panel,1250987,20999,,P.16
1245260,21,"-37.838256978951584, 144.9151365838097",Sign - Public Transport 1 Panel Bus Stop Type 3,,,,-37.83825698,144.9151365838097,,,,1,1,0,,,,,,"{""coordinates"": [144.9151365838097, -37.838256978951584], ""type"": ""Point""}",0,0,0,Signage,Sign - Public Transport,37617,,0,,Sign - Public Transport 1 Panel,1245260,22152,,P.16
1236357,21,"-37.807560935966926, 144.91815632059857",Sign - Public Transport 1 Panel Bus Stop Type 11,,,,-37.80756094,144.91815632059857,,,,1,1,0,,,,,,"{""coordinates"": [144.91815632059857, -37.807560935966926], ""type"": ""Point""}",0,14.67984639,75,Signage,Sign - Public Transport,37840,,514440,,Sign - Public Transport 1 Panel,1236357,22440,,P.16
1249790,21,"-37.794106459808795, 144.94708934299945",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.79410646,144.94708934299945,,,,1,1,0,,,,,,"{""coordinates"": [144.94708934299945, -37.794106459808795], ""type"": ""Point""}",0,18.82231189,179,Signage,Sign - Public Transport,38019,,100086,,Sign - Public Transport 1 Panel,1249790,21235,,P.16
1236802,21,"-37.81696691132416, 144.96133145497072",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.81696691,144.96133145497072,,,,1,1,0,,,,,,"{""coordinates"": [144.96133145497072, -37.81696691132416], ""type"": ""Point""}",0,26.55992118,177,Signage,Sign - Public Transport,39405,,507826,,Sign - Public Transport 1 Panel,1236802,20116,,P.16
1233956,21,"-37.795521349230825, 144.9581692891698",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.79552135,144.9581692891698,,,,1,1,0,,,,,,"{""coordinates"": [144.9581692891698, -37.795521349230825], ""type"": ""Point""}",0,39.14668738,171,Signage,Sign - Public Transport,40097,,108457,,Sign - Public Transport 1 Panel,1233956,22363,,P.16
1234035,21,"-37.79564535738303, 144.95795134835055",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.79564536,144.95795134835055,,,,1,1,0,,,,,,"{""coordinates"": [144.95795134835055, -37.79564535738303], ""type"": ""Point""}",0,22.21865455,158,Signage,Sign - Public Transport,40559,,108456,,Sign - Public Transport 1 Panel,1234035,22603,,P.16
1373482,21,"-37.81492845640428, 144.95267349910375",Sign - Public Transport 1 Panel Bus Stop Type 11,,,,-37.81492846,144.95267349910375,,,,1,1,0,,,,,,"{""coordinates"": [144.95267349910375, -37.81492845640428], ""type"": ""Point""}",0,27.72235502,305,Signage,Sign - Public Transport,42863,,110703,,Sign - Public Transport 1 Panel,1373482,20014,,P.16
1235918,21,"-37.78441375631167, 144.9182254956256",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.78441376,144.9182254956256,,,,1,1,0,,,,,,"{""coordinates"": [144.9182254956256, -37.78441375631167], ""type"": ""Point""}",0,48.49302512,131,Signage,Sign - Public Transport,44125,,613983,,Sign - Public Transport 1 Panel,1235918,23201,,P.16
1244570,21,"-37.78077459328419, 144.95138857277198",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.78077459,144.95138857277198,,,,1,1,0,,,,,,"{""coordinates"": [144.95138857277198, -37.78077459328419], ""type"": ""Point""}",107426,55.8251505,306,Signage,Sign - Public Transport,7176,,111342,,Sign - Public Transport 1 Panel,1244570,0,,P.16
1237106,21,"-37.811942864580594, 144.95642939829426",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.81194286,144.95642939829426,,,,1,1,0,,,,,,"{""coordinates"": [144.95642939829426, -37.811942864580594], ""type"": ""Point""}",0,20.7363648,26,Signage,Sign - Public Transport,7511,,110759,,Sign - Public Transport 1 Panel,1237106,20187,,P.16
1248838,21,"-37.8308611221107, 144.98773132067197",Sign - Public Transport 1 Panel Bus Stop Type 3,,,,-37.83086112,144.98773132067197,,,,1,1,0,,,,,,"{""coordinates"": [144.98773132067197, -37.8308611221107], ""type"": ""Point""}",0,18.44609056,164,Signage,Sign - Public Transport,7976,,111334,,Sign - Public Transport 1 Panel,1248838,22270,,P.16
1255117,21,"-37.841136944254906, 144.97738137656336",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.84113694,144.97738137656336,,,,1,1,0,,,,,,"{""coordinates"": [144.97738137656336, -37.841136944254906], ""type"": ""Point""}",0,60.55753669,82,Signage,Sign - Public Transport,13233,,545615,,Sign - Public Transport 1 Panel,1255117,22474,,P.16
1479415,21,"-37.80682386961907, 144.96904254818034",Sign - Public Transport 1 Panel Bus Stop Type 3,,,,-37.80682387,144.96904254818034,,,,1,1,0,,,,,,"{""coordinates"": [144.96904254818034, -37.80682386961907], ""type"": ""Point""}",0,36.15343504,132,Signage,Sign - Public Transport,21835,,108148,,Sign - Public Transport 1 Panel,1479415,20554,,P.16
1268450,21,"-37.81667022216065, 144.96132496344865",Sign - Public Transport 1 Panel Bus Stop Type 3,,,,-37.81667022,144.96132496344865,,,,1,1,0,,,,,,"{""coordinates"": [144.96132496344865, -37.81667022216065], ""type"": ""Point""}",0,21.09407353,122,Signage,Sign - Public Transport,23701,,527384,,Sign - Public Transport 1 Panel,1268450,20172,,P.16
1235927,21,"-37.78267580200046, 144.91666362113003",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.7826758,144.91666362113003,,,,1,1,0,,,,,,"{""coordinates"": [144.91666362113003, -37.78267580200046], ""type"": ""Point""}",0,0,0,Signage,Sign - Public Transport,27517,,0,,Sign - Public Transport 1 Panel,1235927,22526,,P.16
1244930,21,"-37.829554112192, 144.9010255967418",Sign - Public Transport 1 Panel Bus Stop Type 3,,,,-37.82955411,144.9010255967418,,,,1,1,0,,,,,,"{""coordinates"": [144.9010255967418, -37.829554112192], ""type"": ""Point""}",0,8.33871417,322,Signage,Sign - Public Transport,33860,,111216,,Sign - Public Transport 1 Panel,1244930,22168,,P.16
1569615,21,"-37.788531996187324, 144.93353392781896",Sign - Public Transport 1 Panel Bus Stop Type 11,,,,-37.788532,144.93353392781896,,,,1,1,0,,,,,,"{""coordinates"": [144.93353392781896, -37.788531996187324], ""type"": ""Point""}",0,16.54048663,314,Signage,Sign - Public Transport,34498,,619171,,Sign - Public Transport 1 Panel,1569615,23140,,P.16
1252894,21,"-37.81178098838014, 144.9561942988128",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.81178099,144.9561942988128,,,,1,1,0,,,,,,"{""coordinates"": [144.9561942988128, -37.81178098838014], ""type"": ""Point""}",0,40.68803565,348,Signage,Sign - Public Transport,35532,,110759,,Sign - Public Transport 1 Panel,1252894,20028,,P.16
1240772,21,"-37.79733528507864, 144.96751272850565",Sign - Public Transport 1 Panel Bus Stop Type 3,,,,-37.79733529,144.96751272850565,,,,2,1,0,,,,,,"{""coordinates"": [144.96751272850565, -37.79733528507864], ""type"": ""Point""}",0,14.94684087,183,Signage,Sign - Public Transport,35668,,521784,,Sign - Public Transport 1 Panel,1240772,20534,,P.16
1372123,21,"-37.818777568156314, 144.98186969479318",Sign - Public Transport 1 Panel Bus Stop Type 1,,,,-37.81877757,144.98186969479318,,,,2,1,0,,,,,,"{""coordinates"": [144.98186969479318, -37.818777568156314], ""type"": ""Point""}",110266,40.75558103,112,Signage,Sign - Public Transport,36148,,105145,,Sign - Public Transport 1 Panel,1372123,0,,P.16
1235552,21,"-37.80039992301755, 144.91665597967068",Sign - Public Transport 1 Panel Bus Stop Type 12,,,,-37.80039992,144.91665597967068,,,,2,1,0,,,,,,"{""coordinates"": [144.91665597967068, -37.80039992301755], ""type"": ""Point""}",0,9.09274969,201,Signage,Sign - Public Transport,36691,,628200,,Sign - Public Transport 1 Panel,1235552,21843,,P.16
1245480,21,"-37.81946791403019, 144.96111643458073",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.81946791,144.96111643458073,,,,2,1,0,,,,,,"{""coordinates"": [144.96111643458073, -37.81946791403019], ""type"": ""Point""}",0,46.67244465,8,Signage,Sign - Public Transport,37737,,513751,,Sign - Public Transport 1 Panel,1245480,20219,,P.16
1272266,21,"-37.82578298451381, 144.96669743933597",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.82578298,144.96669743933597,,,,2,1,0,,,,,,"{""coordinates"": [144.96669743933597, -37.82578298451381], ""type"": ""Point""}",0,18.61160337,156,Signage,Sign - Public Transport,40660,,110623,,Sign - Public Transport 1 Panel,1272266,22121,,P.16
1253845,21,"-37.81496421167442, 144.9523146850266",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.81496421,144.9523146850266,,,,2,1,0,,,,,,"{""coordinates"": [144.9523146850266, -37.81496421167442], ""type"": ""Point""}",0,25.38230139,242,Signage,Sign - Public Transport,40960,,611234,,Sign - Public Transport 1 Panel,1253845,20077,,P.16
1241059,21,"-37.79763449349572, 144.9709158095715",Sign - Public Transport 1 Panel Bus Stop Type 3,,,,-37.79763449,144.9709158095715,,,,2,1,0,,,,,,"{""coordinates"": [144.9709158095715, -37.79763449349572], ""type"": ""Point""}",0,2.64726141,258,Signage,Sign - Public Transport,42605,,511095,,Sign - Public Transport 1 Panel,1241059,20654,,P.16
1240745,21,"-37.79898487483806, 144.96733940321963",Sign - Public Transport 1 Panel Bus Stop Type 5,,,,-37.79898487,144.96733940321963,,,,2,1,0,,,,,,"{""coordinates"": [144.96733940321963, -37.79898487483806], ""type"": ""Point""}",0,5.91725485,357,Signage,Sign - Public Transport,42754,,106200,,Sign - Public Transport 1 Panel,1240745,20532,,P.16
1344536,21,"-37.81529037403164, 144.9606866865898",Sign - Public Transport 1 Panel Bus Stop Type 3,,,,-37.81529037,144.9606866865898,,,,2,1,0,,,,,,"{""coordinates"": [144.9606866865898, -37.81529037403164], ""type"": ""Point""}",0,44.09439435,176,Signage,Sign - Public Transport,42844,,544334,,Sign - Public Transport 1 Panel,1344536,20173,,P.16
1244983,21,"-37.82125387877901, 144.9163802885623",Sign - Public Transport 1 Panel Bus Stop Type 3,,,,-37.82125388,144.9163802885623,,,,2,1,0,,,,,,"{""coordinates"": [144.9163802885623, -37.82125387877901], ""type"": ""Point""}",0,39.08426314,21,Signage,Sign - Public Transport,43242,,627850,,Sign - Public Transport 1 Panel,1244983,30638,,P.16
1250659,21,"-37.79676938692483, 144.95134039251514",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.79676939,144.95134039251514,,,,2,1,0,,,,,,"{""coordinates"": [144.95134039251514, -37.79676938692483], ""type"": ""Point""}",0,32.27346068,265,Signage,Sign - Public Transport,519,,103829,,Sign - Public Transport 1 Panel,1250659,22312,,P.16
1255101,21,"-37.83831808208453, 144.9764223997089",Sign - Public Transport 1 Panel Bus Stop Type 13,,,,-37.83831808,144.9764223997089,,,,2,1,0,,,,,,"{""coordinates"": [144.9764223997089, -37.83831808208453], ""type"": ""Point""}",0,0,0,Signage,Sign - Public Transport,671,,0,,Sign - Public Transport 1 Panel,1255101,22472,,P.16
1252402,21,"-37.78793737975755, 144.95889110591565",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.78793738,144.95889110591565,,,,2,1,0,,,,,,"{""coordinates"": [144.95889110591565, -37.78793737975755], ""type"": ""Point""}",0,25.23462908,211,Signage,Sign - Public Transport,1986,,529044,,Sign - Public Transport 1 Panel,1252402,22434,,P.16
1245490,21,"-37.81925793836065, 144.96137134270353",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.81925794,144.96137134270353,,,,2,1,0,,,,,,"{""coordinates"": [144.96137134270353, -37.81925793836065], ""type"": ""Point""}",0,20.83965494,92,Signage,Sign - Public Transport,2172,,627343,,Sign - Public Transport 1 Panel,1245490,20218,,P.16
1577586,21,"-37.79968851043426, 144.9639691590254",Sign - Public Transport 1 Panel Bus Stop Type 1,,,,-37.79968851,144.9639691590254,,,,2,1,0,,,,,,"{""coordinates"": [144.9639691590254, -37.79968851043426], ""type"": ""Point""}",0,77.70795407,63,Signage,Sign - Public Transport,2661,,597993,,Sign - Public Transport 1 Panel,1577586,20490,,P.16
1254835,21,"-37.83823498213684, 144.98640745831867",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.83823498,144.98640745831867,,,,2,1,0,,,,,,"{""coordinates"": [144.98640745831867, -37.83823498213684], ""type"": ""Point""}",0,40.03267327,80,Signage,Sign - Public Transport,3218,,107815,,Sign - Public Transport 1 Panel,1254835,22221,,P.16
1579790,21,"-37.792870646661946, 144.9582953024578",Sign - Public Transport 1 Panel Bus Stop Type 1,,,,-37.79287065,144.9582953024578,,,,2,1,0,,,,,,"{""coordinates"": [144.9582953024578, -37.792870646661946], ""type"": ""Point""}",0,24.74038894,190,Signage,Sign - Public Transport,4333,,108487,,Sign - Public Transport 1 Panel,1579790,22607,,P.16
1576516,21,"-37.800722007959905, 144.95348448450386",Sign - Public Transport 1 Panel Bus Stop Type 1,,,,-37.80072201,144.95348448450386,,,,2,1,0,,,,,,"{""coordinates"": [144.95348448450386, -37.800722007959905], ""type"": ""Point""}",0,3.92515286,172,Signage,Sign - Public Transport,4750,,110256,,Sign - Public Transport 1 Panel,1576516,21124,,P.16
